"1" "2" "3" "4" "5"
"1" 1 0 0 0 0
"2" 0.999166898126715 0.000833080174094201 2.1699002740805e-08 1.88380111882716e-13 0
"3" 0.998334259087791 0.00166565412423509 8.67864663708848e-08 1.50704089506173e-12 0
"4" 0.99750208275463 0.00249772199221011 1.95248074001736e-07 5.08626302083333e-12 0
"5" 0.996670368998629 0.00332928391980667 3.47069508744856e-07 1.20563271604938e-11 0
"6" 0.995839117691186 0.00416034004881222 5.42236453711741e-07 2.35475139853395e-11 0
"7" 0.995008328703704 0.00499089052101418 7.80734592013889e-07 4.06901041666667e-11 0
"8" 0.994178001907579 0.00582093547819998 1.0625496067628e-06 6.46143783757716e-11 0
"9" 0.993348137174211 0.00665047506215706 1.38766718106996e-06 9.64506172839506e-11 0
"10" 0.992518734375 0.00747950941467285 1.75607299804687e-06 1.373291015625e-10 0
"11" 0.991689793381345 0.00830803867753478 2.16775274080504e-06 1.88380111882716e-10 0
"12" 0.990861314064643 0.00913606299253027 2.62269209245595e-06 2.50733928915895e-10 0
"13" 0.990033296296296 0.00996358250144676 3.12087673611111e-06 3.25520833333333e-10 0
"14" 0.989205739947703 0.0107905973460717 3.66229235488201e-06 4.13871105806327e-10 0
"15" 0.98837864489026 0.0116171076681925 4.24692463188014e-06 5.16915027006173e-10 0
"16" 0.98755201099537 0.0124431136095965 4.87475925021701e-06 6.35782877604167e-10 0
"17" 0.986725838134431 0.0132686153120713 5.54578189300411e-06 7.71604938271605e-10 0
"18" 0.985900126178841 0.0140936129174043 6.25997824335294e-06 9.25511489679784e-10 0
"19" 0.985074875 0.0149181065673828 7.017333984375e-06 1.0986328125e-09 0
"20" 0.984250084469308 0.0157420964037944 7.81783479918178e-06 1.29209918740355e-09 0
"21" 0.983425754458162 0.0165655825684264 8.66146637088477e-06 1.50704089506173e-09 0
"22" 0.982601884837963 0.0173885652030662 9.54821438259549e-06 1.74458821614583e-09 0
"23" 0.98177847548011 0.0182110444495014 1.04780645174254e-05 2.00587143132716e-09 0
"24" 0.980955526256001 0.0190330204495193 1.1451002458486e-05 2.29202082127701e-09 0
"25" 0.980133037037037 0.0198544933449074 1.24670138888889e-05 2.60416666666667e-09 0
"26" 0.979311007694616 0.0206754632774531 1.35260844917454e-05 2.94343924816744e-09 0
"27" 0.978489438100137 0.0214959303889438 1.46281999501672e-05 3.31096884645062e-09 0
"28" 0.977668328125 0.022315894821167 1.57733459472656e-05 3.7078857421875e-09 0
"29" 0.976847677640604 0.0231353567159101 1.69615081661523e-05 4.13532021604938e-09 0
"30" 0.976027486518347 0.0239543162149605 1.81926722899386e-05 4.59440254870756e-09 0
"31" 0.97520775462963 0.0247727734601056 1.94668240017361e-05 5.08626302083333e-09 0
"32" 0.974388481845851 0.025590728593133 2.07839489846563e-05 5.61203191309799e-09 0
"33" 0.973569668038409 0.0264081817558299 2.21440329218107e-05 6.17283950617284e-09 0
"34" 0.972751313078704 0.0272251330899839 2.35470614963108e-05 6.76981608072917e-09 0
"35" 0.971933416838135 0.0280415827373824 2.4993020391268e-05 7.40409191743827e-09 0
"36" 0.9711159791881 0.0288575308398128 2.64818952897939e-05 8.07679729697145e-09 0
"37" 0.970299 0.0296729775390625 2.8013671875e-05 8.7890625e-09 0
"38" 0.969482479145233 0.030487922976919 2.95883358299977e-05 9.54201780719521e-09 0
"39" 0.968666416495199 0.0313023672951697 3.12058728378987e-05 1.03367934992284e-08 0
"40" 0.967850811921296 0.032116310635602 3.28662685818142e-05 1.11745198567708e-08 0
"41" 0.967035665294925 0.0329297531400034 3.4569508744856e-05 1.20563271604938e-08 0
"42" 0.966220976487483 0.0337426949501613 3.63155790101353e-05 1.29833456910687e-08 0
"43" 0.96540674537037 0.0345551362078631 3.81044650607639e-05 1.39567057291667e-08 0
"44" 0.964592971814986 0.0353670770548963 3.99361525798531e-05 1.49775375554591e-08 0
"45" 0.96377965569273 0.0361785176330483 4.18106272505144e-05 1.60469714506173e-08 0
"46" 0.962966796875 0.0369894580841064 4.37278747558594e-05 1.71661376953125e-08 0
"47" 0.962154395233196 0.0377998985498583 4.56878807789995e-05 1.8336166570216e-08 0
"48" 0.961342450638717 0.0386098391720912 4.76906310030462e-05 1.95581883559992e-08 0
"49" 0.960530962962963 0.0394192800925926 4.97361111111111e-05 2.08333333333333e-08 0
"50" 0.959719932077332 0.04022822145315 5.18243067863056e-05 2.21627317828897e-08 0
"51" 0.958909357853224 0.0410366633955507 5.39552037117412e-05 2.35475139853395e-08 0
"52" 0.958099240162037 0.0418446060615822 5.61287875705295e-05 2.49888102213542e-08 0
"53" 0.957289578875172 0.042652049593032 5.83450440457819e-05 2.64877507716049e-08 0
"54" 0.956480373864026 0.0434589941316874 6.06039588206099e-05 2.80454659167631e-08 0
"55" 0.955671625 0.0442654398193359 6.2905517578125e-05 2.96630859375e-08 0
"56" 0.954863332154493 0.045071386797765 6.52497060014387e-05 3.13417411144869e-08 0
"57" 0.954055495198903 0.045876835208762 6.76365097736625e-05 3.3082561728395e-08 0
"58" 0.95324811400463 0.0466817851941144 7.0065914577908e-05 3.48866780598958e-08 0
"59" 0.952441188443073 0.0474862368956096 7.25379060972865e-05 3.67552203896605e-08 0
"60" 0.951634718385631 0.0482901904550351 7.50524700149096e-05 3.86893189983603e-08 0
"61" 0.950828703703704 0.0490936460141782 7.76095920138889e-05 4.06901041666667e-08 0
"62" 0.95002314426869 0.0498966037148265 8.02092577773357e-05 4.27587061752508e-08 0
"63" 0.949218039951989 0.0506990636987673 8.28514529883616e-05 4.48962553047839e-08 0
"64" 0.948413390625 0.0515010261077881 8.55361633300781e-05 4.71038818359375e-08 0
"65" 0.947609196159122 0.0523024910836763 8.82633744855967e-05 4.93827160493827e-08 0
"66" 0.946805456425754 0.0531034587682193 9.10330721380289e-05 5.17338882257909e-08 0
"67" 0.946002171296296 0.0539039293032046 9.38452419704861e-05 5.41585286458333e-08 0
"68" 0.945199340642147 0.0547039028304196 9.66998696660799e-05 5.66577675901813e-08 0
"69" 0.944396964334705 0.0555033794916517 9.95969409079218e-05 5.92327353395062e-08 0
"70" 0.94359504224537 0.0563023594286883 0.000102536441379123 6.18845621744792e-08 0
"71" 0.942793574245542 0.057100842783317 0.000105518356762796 6.46143783757716e-08 0
"72" 0.941992560206619 0.0578988296973251 0.000108542672742051 6.74233142240548e-08 0
"73" 0.941192 0.0586963203125 0.000111609375 7.03125e-08 0
"74" 0.940391893497085 0.0594933147706292 0.000114718449219755 7.32830659842785e-08 0
"75" 0.939592240569273 0.0602898132135001 0.000117869881084426 7.63361424575617e-08 0
"76" 0.938793041087963 0.0610858157829002 0.000121063656277127 7.94728597005208e-08 0
"77" 0.937994294924554 0.0618813226206169 0.000124299760480967 8.26943479938272e-08 0
"78" 0.937196001950446 0.0626763338684375 0.000127578179379059 8.6001737618152e-08 0
"79" 0.936398162037037 0.0634708496681496 0.000130898898654514 8.93961588541667e-08 0
"80" 0.935600775055727 0.0642648701615406 0.000134261903990443 9.28787419825424e-08 0
"81" 0.934803840877915 0.0650583954903978 0.000137667181069959 9.64506172839506e-08 0
"82" 0.934007359375 0.0658514257965088 0.000141114715576172 1.00112915039063e-07 0
"83" 0.933211330418382 0.0666439612216609 0.000144604493192194 1.03866765528549e-07 0
"84" 0.932415753879458 0.0674360019076417 0.000148136499601136 1.07713299033083e-07 0
"85" 0.93162062962963 0.0682275479962384 0.000151710720486111 1.11653645833333e-07 0
"86" 0.930825957540295 0.0690185996292386 0.000155327141530229 1.15688936209973e-07 0
"87" 0.930031737482853 0.0698091569484297 0.000158985748416602 1.19820300443673e-07 0
"88" 0.929237969328704 0.0705992200955991 0.000162686526828342 1.24048868815104e-07 0
"89" 0.928444652949246 0.0713887892125343 0.00016642946244856 1.28375771604938e-07 0
"90" 0.927651788215878 0.0721778644410226 0.000170214540960367 1.32802139093846e-07 0
"91" 0.926859375 0.0729664459228516 0.000174041748046875 1.373291015625e-07 0
"92" 0.926067413173011 0.0737545337998085 0.000177911069391196 1.4195778929157e-07 0
"93" 0.92527590260631 0.074542128213681 0.00018182249067644 1.46689332561728e-07 0
"94" 0.924484843171296 0.0753292293062563 0.000185775997585721 1.51524861653646e-07 0
"95" 0.923694234739369 0.076115837219322 0.000189771575802148 1.56465506847994e-07 0
"96" 0.922904077181927 0.0769019520946654 0.000193809211008833 1.61512398425444e-07 0
"97" 0.92211437037037 0.0776875740740741 0.000197888888888889 1.66666666666667e-07 0
"98" 0.921325114176098 0.0784727032993353 0.000202010595125426 1.71929441852334e-07 0
"99" 0.920536308470507 0.0792573399122366 0.000206174315401556 1.77301854263117e-07 0
"100" 0.919747953125 0.0800414840545654 0.000210380035400391 1.82785034179688e-07 0
"101" 0.918960048010974 0.0808251358681091 0.000214627740805041 1.88380111882716e-07 0
"102" 0.918172592999828 0.0816082954946552 0.000218917417298619 1.94088217652874e-07 0
"103" 0.917385587962963 0.082390963075991 0.000223249050564236 1.99910481770833e-07 0
"104" 0.916599032771777 0.0831731387539041 0.000227622626285003 2.05848034517265e-07 0
"105" 0.915812927297668 0.0839548226701818 0.000232038130144033 2.11902006172839e-07 0
"106" 0.915027271412037 0.0847360149666115 0.000236495547824436 2.18073527018229e-07 0
"107" 0.914242064986283 0.0855167157849808 0.000240994865009324 2.24363727334105e-07 0
"108" 0.913457307891804 0.0862969252670769 0.000245536067381808 2.30773737401138e-07 0
"109" 0.912673 0.0870766435546875 0.000250119140625 2.373046875e-07 0
"110" 0.91188914118227 0.0878558707895998 0.000254744070422012 2.43957707911362e-07 0
"111" 0.911105731310014 0.0886346071136014 0.000259410842455954 2.50733928915895e-07 0
"112" 0.91032277025463 0.0894128526684796 0.000264119442409939 2.57634480794271e-07 0
"113" 0.909540257887517 0.090190607596022 0.000268869855967078 2.6466049382716e-07 0
"114" 0.908758194080075 0.0909678720380158 0.000273662068810483 2.71813098295235e-07 0
"115" 0.907976578703704 0.0917446461362486 0.000278496066623264 2.79093424479167e-07 0
"116" 0.907195411629801 0.0925209300325077 0.000283371835088534 2.86502602659626e-07 0
"117" 0.906414692729767 0.0932967238685807 0.000288289359889403 2.94041763117284e-07 0
"118" 0.905634421875 0.0940720277862549 0.000293248626708984 3.01712036132812e-07 0
"119" 0.9048545989369 0.0948468419273178 0.000298249621230388 3.09514551986883e-07 0
"120" 0.904075223786866 0.0956211664335567 0.000303292329136727 3.17450440960166e-07 0
"121" 0.903296296296296 0.0963950014467592 0.000308376736111111 3.25520833333333e-07 0
"122" 0.902517816336591 0.0971683471087127 0.000313502827836653 3.33726859387056e-07 0
"123" 0.901739783779149 0.0979412035612046 0.000318670589996463 3.42069649402006e-07 0
"124" 0.90096219849537 0.0987135709460223 0.000323880008273655 3.50550333658854e-07 0
"125" 0.900185060356653 0.0994854494049533 0.000329131068351337 3.59170042438271e-07 0
"126" 0.899408369234396 0.100256839079785 0.000334423755912624 3.6792990602093e-07 0
"127" 0.898632125 0.101027740112305 0.000339758056640625 3.768310546875e-07 0
"128" 0.897856327524863 0.1017981526443 0.000345133956218453 3.85874618718653e-07 0
"129" 0.897080976680384 0.102568076817558 0.000350551440329218 3.95061728395062e-07 0
"130" 0.896306072337963 0.103337512773867 0.000356010494656033 4.04393513997396e-07 0
"131" 0.895531614368999 0.104106460655014 0.000361511104882009 4.13871105806327e-07 0
"132" 0.89475760264489 0.104874920602785 0.000367053256690257 4.23495634102527e-07 0
"133" 0.893984037037037 0.10564289275897 0.000372636935763889 4.33268229166667e-07 0
"134" 0.893210917416838 0.106410377265355 0.000378262127786016 4.43190021279417e-07 0
"135" 0.892438243655693 0.107177374263727 0.00038392881843975 4.53262140721451e-07 0
"136" 0.891666015625 0.107943883895874 0.000389636993408203 4.63485717773438e-07 0
"137" 0.890894233196159 0.108709906303584 0.000395386638374486 4.73861882716049e-07 0
"138" 0.890122896240569 0.109475441628643 0.000401177739021709 4.84391765829958e-07 0
"139" 0.88935200462963 0.11024049001284 0.000407010281032986 4.95076497395833e-07 0
"140" 0.88858155823474 0.111005051597962 0.000412884250091427 5.05917207694348e-07 0
"141" 0.887811556927298 0.111769126525795 0.000418799631880144 5.16915027006173e-07 0
"142" 0.887042000578704 0.112532714938128 0.000424756412082248 5.28071085611979e-07 0
"143" 0.886272889060357 0.113295816976749 0.000430754576380851 5.39386513792438e-07 0
"144" 0.885504222243656 0.114058432783443 0.000436794110459065 5.50862441828221e-07 0
"145" 0.884736 0.1148205625 0.000442875 5.625e-07 0
"146" 0.883968222200789 0.115582206268206 0.000448997230686769 5.74300318588445e-07 0
"147" 0.883200888717421 0.116343364229849 0.000455160788202482 5.86264527874228e-07 0
"148" 0.882433999421296 0.117104036526715 0.000461365658230252 5.98393758138021e-07 0
"149" 0.881667554183814 0.117864223300594 0.000467611826453189 6.10689139660494e-07 0
"150" 0.880901552876372 0.118623924693271 0.000473899278554406 6.23151802722319e-07 0
"151" 0.88013599537037 0.119383140846535 0.000480228000217014 6.35782877604167e-07 0
"152" 0.879370881537209 0.120141871902173 0.000486597977124124 6.48583494586709e-07 0
